pl_name,pl_orbper,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr1,pl_orbincl,pl_orbinclerr1,pl_tranmid,pl_tranmiderr1,pl_ratdor,pl_ratdorerr1,pl_ratror,pl_ratrorerr1,pl_orblper,pl_orblpererr1,st_teff,st_met,st_logg
Kepler-1079 b,13.24503188,0.00004886,0,,89.95,,2454975.007,0.00282,23.371,0.782,0.01133,0.00042,,,5750,0.38,3.78
Kepler-1078 b,3.00725242,0.00001242,0,,72.19,,2454964.903,0.00367,2.88,1.4,0.01886,0.00169,,,5674,-0.38,4.58
Kepler-1078 b,,,,,,,,,,,,,,,5675,,
Kepler-1078 b,3.00725242,0.00001242,0,,72.19,,2454964.903,0.00367,2.88,1.4,0.01886,0.00169,,,5674,-0.38,4.58
Kepler-1078 b,3.00725242,0.00001242,,,,,2454964.903,0.00367,,,0.01886,0.00169,,,5612,-0.01,4.49
Kepler-1078 b,3.00725242,0.00001242,0,,72.19,,2454964.903,0.00367,2.88,1.4,0.01886,0.00169,,,5674,-0.38,4.58
Kepler-1078 b,3.00725068,0.00001144,,,,,2454964.905,0.00312,,,,,,,5422.86,-0.324,3.8
Kepler-1078 b,3.007257,0.000045,0,,77.92,,2454964.901,0.0048,3.76,0.38,0.01695,0.00052,,,5708,,4.56
Kepler-1078 b,3.00725068,0.00001144,0,,70.4,,2454964.905,0.00312,2.67,1.3,0.01835,0.00019,,,5667,-0.36,4.59
Kepler-1077 b,34.3511339,0.0001512,0,,88.39,,2454967.19,0.00343,31.2,14.7,0.02605,0.00108,,,6091,-0.14,4.49
Kepler-1077 b,34.35103985,0.00014122,,,,,2454967.193,0.00311,,,,,,,5699.38,0.13,4.42
Kepler-1077 b,34.35173,0.00045,0,,89.95,,2454967.184,0.0052,60,27,0.0232,0.0048,,,6074,,4.49
Kepler-1077 b,34.3511874,0.0001503,0,,88.81,,2454967.19,0.0035,44.7,20.3,0.025,0.0026,,,6091,-0.14,4.49
Kepler-1077 b,34.3511339,0.0001512,,,,,2454967.19,0.00343,,,,,,,5699.38,0.13,4.42
Kepler-1077 b,,,,,,,,,,,,,,,6084,,
Kepler-1077 b,34.3511874,0.0001503,,,,,2454967.19,0.0035,,,0.025,0.0026,,,5816,0.03,4.43
Kepler-1077 b,34.3511874,0.0001503,0,,88.81,,2454967.19,0.0035,44.7,20.3,0.025,0.0026,,,6091,-0.14,4.49
Kepler-1077 b,34.3511874,0.0001503,0,,88.81,,2454967.19,0.0035,44.7,20.3,0.025,0.0026,,,6091,-0.14,4.49
Kepler-1077 b,34.35113976,0.00000505,,,,,2454967.189,0.004347,,,,,,,5699.38,0.13,4.42
Kepler-1076 b,6.14728698,0.00002568,,,,,2454967.872,0.00321,,,,,,,4871.59,-0.091,
Kepler-1076 b,6.14727918,0.00002112,0,,89.38,,2454967.874,0.00269,16.96,2.6,0.01,0.00051,,,4996,0,4.6
Kepler-1076 b,6.147313,0.000059,0,,88.24,,2454967.872,0.0033,15.4,6.1,0.01134,0.00051,,,4790,,4.63
Kepler-1076 b,6.14727918,0.00002112,0,,89.38,,2454967.874,0.00269,16.96,2.6,0.01,0.00051,,,4996,0,4.6
Kepler-1076 b,6.14728341,0.00002146,0,,89.36,,2454967.873,0.0028,16.86,2.6,0.00976,0.00042,,,4997,0,4.6
Kepler-1076 b,6.14727918,0.00002112,,,,,2454967.874,0.00269,,,0.01,0.00051,,,4868,-0.01,4.6
Kepler-1076 b,6.14727918,0.00002112,0,,89.38,,2454967.874,0.00269,16.96,2.6,0.01,0.00051,,,4996,0,4.6
Kepler-1076 b,6.14728341,0.00002146,,,,,2454967.873,0.0028,,,,,,,4871.59,-0.091,
Kepler-1075 b,1.52373073,0.0000025,,,,,2454964.618,0.00136,,,,,,,3945,,4.66
Kepler-1075 b,,,,,,,,,,,,,,,3747,,
Kepler-1075 b,1.52372816,0.0000027,,,,,2454964.619,0.00147,,,0.02353,0.00254,,,3959,-0.17,4.72
Kepler-1075 b,1.52373073,0.0000025,0,,73.31,,2454964.618,0.00136,3.28,1.6,0.0227,0.00153,,,3746,0,4.74
Kepler-1075 b,1.52372816,0.0000027,0,,76.2,,2454964.619,0.00147,3.79,1.8,0.02353,0.00254,,,3900,-0.1,4.73
Kepler-1075 b,1.52372816,0.0000027,0,,76.2,,2454964.619,0.00147,3.79,1.8,0.02353,0.00254,,,3900,-0.1,4.73
Kepler-1075 b,1.52372816,0.0000027,0,,76.2,,2454964.619,0.00147,3.79,1.8,0.02353,0.00254,,,3900,-0.1,4.73
Kepler-1075 b,1.523732,0.000012,0,,80.21,,2454964.618,0.0016,4.9,2.3,0.0195,0.0025,,,4048,,4.74
Kepler-1074 b,5.945678,0.000048,0,,87.66,,2454966.991,0.0029,15.7,6.4,0.0194,0.0036,,,4079,,4.74
Kepler-1074 b,5.94566534,0.00001443,0,,88.24,,2454966.993,0.00194,17.8,5.3,0.01984,0.00382,,,3900,-0.1,4.73
Kepler-1074 b,5.94565516,0.00001691,,,,,2454966.994,0.00214,,,,,,,3917,,4.65
Kepler-1074 b,5.94566534,0.00001443,,,,,2454966.993,0.00194,,,0.01984,0.00382,,,4002,-0.06,4.7
Kepler-1074 b,5.94564846,0.00000381,,,,,2454966.994,0.003288,,,,,,,3917,,4.65
Kepler-1074 b,5.94561378,0.00001807,,,,,2454966.999,0.002413,,,,,,,3917,,4.65
Kepler-1074 b,,,,,,,,,,,,,,,3974,,
Kepler-1074 b,5.94565516,0.00001691,0,,89.37,,2454966.994,0.00214,20.87,4.2,0.01813,0.00073,,,3974,-0.06,4.7
Kepler-1074 b,5.94566534,0.00001443,0,,88.24,,2454966.993,0.00194,17.8,5.3,0.01984,0.00382,,,3900,-0.1,4.73
Kepler-1074 b,5.94566534,0.00001443,0,,88.24,,2454966.993,0.00194,17.8,5.3,0.01984,0.00382,,,3900,-0.1,4.73
Kepler-1073 d,2.50475882,0.00001098,0,,85.94,,2454966.635,0.0037,6.82,2,0.01277,0.00038,,,5741,-0.24,4.56
Kepler-1073 d,2.50475882,0.00001098,0,,85.94,,2454966.635,0.0037,6.82,2,0.01277,0.00038,,,5741,-0.24,4.56
Kepler-1073 d,2.50475882,0.00001098,0,,85.94,,2454966.635,0.0037,6.82,2,0.01277,0.00038,,,5741,-0.24,4.56
Kepler-1073 d,2.50476003,,,,,,,,,,,,,,5509,0.16,4.31
Kepler-1073 d,2.50475282,0.00001144,0,,89.08,,2454966.636,0.00373,8.106,0.702,0.01214,0.00059,,,5509,0.16,4.31
Kepler-1073 d,2.50475282,0.00001144,,,,,2454966.636,0.00373,,,,,,,5774,,4.46
Kepler-1073 c,4.02582254,0.00001484,0,,89.95,,2454968.426,0.00349,11.29,0.476,0.01512,0.00067,,,5741,-0.24,4.56
Kepler-1073 c,4.02582254,0.00001484,0,,89.95,,2454968.426,0.00349,11.29,0.476,0.01512,0.00067,,,5741,-0.24,4.56
Kepler-1073 c,4.02582254,0.00001484,,,,,2454968.426,0.00349,,,0.01512,0.00067,,,5792,0,4.44
Kepler-1073 c,4.02582254,0.00001484,0,,89.95,,2454968.426,0.00349,11.29,0.476,0.01512,0.00067,,,5741,-0.24,4.56
Kepler-1073 c,,,,,,,,,,,,,,,5512,,
Kepler-1073 c,4.02582434,0.00001271,0,,89.92,,2454968.425,0.00283,11.14,1,0.01466,0.00062,,,5509,0.16,4.31
Kepler-1073 c,4.02581966,0.00002123,,,,,2454968.426,0.004244,,,,,,,5774,,4.46
Kepler-1073 c,4.02582434,0.00001271,,,,,2454968.425,0.00283,,,,,,,5774,,4.46
Kepler-1073 b,8.678902,0.00008,0,,87.09,,2454966.036,0.0033,13.5,5.4,0.0226,0.0018,,,5747,,4.56
Kepler-1073 b,8.67888593,0.00002409,0,,89.95,,2454966.038,0.00223,19.452,0.351,0.02143,0.00068,,,5741,-0.24,4.56
Kepler-1073 b,8.67890312,0.00002382,,,,,2454966.037,0.00228,,,,,,,5774,,4.46
Kepler-1073 b,8.67890312,0.00002382,0,,89.38,,2454966.037,0.00228,18.79,1.5,0.02102,0.00063,,,5509,0.16,4.31
Kepler-1073 b,8.67888593,0.00002409,,,,,2454966.038,0.00223,,,0.02143,0.00068,,,5792,0,4.44
Kepler-1073 b,,,,,,,,,,,,,,,5512,,
Kepler-1073 b,8.67888593,0.00002409,0,,89.95,,2454966.038,0.00223,19.452,0.351,0.02143,0.00068,,,5741,-0.24,4.56
Kepler-1073 b,8.67888742,0.00002402,,,,,2454966.038,0.002283,,,,,,,5774,,4.46
Kepler-1073 b,8.67888113,0.00000344,,,,,2454966.04,0.003071,,,,,,,5774,,4.46
Kepler-1073 b,8.67888593,0.00002409,0,,89.95,,2454966.038,0.00223,19.452,0.351,0.02143,0.00068,,,5741,-0.24,4.56
Kepler-1072 b,1.5690665,0.0000029,0,,88.24,,2454966.04,0.00158,4.366,0.385,0.01131,0.00033,,,6343,0.07,4.41
Kepler-1072 b,1.5690665,0.0000029,,,,,2454966.04,0.00158,,,0.01131,0.00033,,,6199,0.07,4.27
Kepler-1072 b,1.5690666,0.00000306,0,,88.73,,2454966.04,0.00171,4.379,0.272,0.01103,0.00034,,,5821,0.12,4.17
Kepler-1072 b,1.5690665,0.0000029,0,,88.24,,2454966.04,0.00158,4.366,0.385,0.01131,0.00033,,,6343,0.07,4.41
Kepler-1072 b,1.5690665,0.0000029,0,,88.24,,2454966.04,0.00158,4.366,0.385,0.01131,0.00033,,,6343,0.07,4.41
Kepler-1072 b,,,,,,,,,,,,,,,6004,,
Kepler-1072 b,1.56906,0.000012,0,,76.2,,2454966.042,0.002,3.03,0.6,0.01164,0.00028,,,6292,,4.43
Kepler-1072 b,1.5690666,0.00000306,,,,,2454966.04,0.00171,,,,,,,5794.96,-0.012,4.1
Kepler-1072 b,1.5690606,0.0000041,,,,,2454966.043,0.002058,,,,,,,5794.96,-0.012,4.1
Kepler-1071 b,6.180013,0.000036,0,,89.95,,2454965.721,0.0026,23.8,7.3,0.0225,0.0014,,,5153,,4.64
Kepler-1071 b,6.1799844,0.00001367,0,,88.24,,2454965.722,0.00173,19.17,6.3,0.02729,0.00001,,,4932,-2.5,4.78
Kepler-1071 b,6.17999328,0.00001586,,,,,2454965.719,0.002134,,,,,,,5221.46,0.19,4.53
Kepler-1071 b,6.1799844,0.00001367,0,,88.24,,2454965.722,0.00173,19.17,6.3,0.02729,0.00001,,,4932,-2.5,4.78
Kepler-1071 b,6.1799844,0.00001367,0,,88.24,,2454965.722,0.00173,19.17,6.3,0.02729,0.00001,,,4932,-2.5,4.78
Kepler-1071 b,6.18000073,0.00000312,,,,,2454965.719,0.002864,,,,,,,5221.46,0.19,4.53
Kepler-1071 b,,,,,,,,,,,,,,,5167,,
Kepler-1071 b,6.17998508,0.00001553,,,,,2454965.723,0.00207,,,,,,,5221.46,0.19,4.53
Kepler-1071 b,6.1799844,0.00001367,,,,,2454965.722,0.00173,,,0.02729,0.00001,,,5215,0.01,4.56
Kepler-1071 b,6.17998508,0.00001553,0,,89.56,,2454965.723,0.00207,22.6,3.1,0.02458,0.00106,,,5149,-0.02,4.55
Kepler-1070 b,6.22161107,0.00002049,0,,83.97,,2454964.991,0.00253,7.98,3.8,0.01326,0.00012,,,6277,-0.02,4.42
Kepler-1070 b,6.2216147,0.00001944,0,,89.38,,2454964.991,0.00238,14.619,0.361,0.01211,0.00042,,,6616,-0.16,4.26
Kepler-1070 b,6.22160003,0.0000061,,,,,2454964.994,0.00548,,,,,,,6154.96,-0.071,4.33
Kepler-1070 b,,,,,,,,,,,,,,,6090,,
Kepler-1070 b,6.221632,0.000067,0,,87.66,,2454964.99,0.0038,12.5,5,0.0126,0.00072,,,6582,,4.33
Kepler-1070 b,6.2216147,0.00001944,0,,89.38,,2454964.991,0.00238,14.619,0.361,0.01211,0.00042,,,6616,-0.16,4.26
Kepler-1070 b,6.2216147,0.00001944,0,,89.38,,2454964.991,0.00238,14.619,0.361,0.01211,0.00042,,,6616,-0.16,4.26
Kepler-1070 b,6.22156151,0.00003118,,,,,2454964.998,0.003795,,,,,,,6154.96,-0.071,4.33
Kepler-1070 b,6.22161107,0.00002049,,,,,2454964.991,0.00253,,,,,,,6154.96,-0.071,4.33
Kepler-1070 b,6.2216147,0.00001944,,,,,2454964.991,0.00238,,,0.01211,0.00042,,,6261,0.03,4.27
Kepler-107 e,14.749143,0.000019,0,,89.67,0.22,2455694.486,0.00046,,,0.01839,0.00014,,,5854,0.321,4.21
Kepler-107 e,14.74913518,0.00002219,0,,87.09,,2454971.779,0.00124,13.85,6,0.01989,0.00042,,,5851,0.27,4.19
Kepler-107 e,14.74914825,0.00002174,0,,89.47,,2454971.778,0.00118,18.56,1.1,0.01886,0.0004,,,5847,0.26,4.19
Kepler-107 e,14.74913518,0.00002219,0,,87.09,,2454971.779,0.00124,13.85,6,0.01989,0.00042,,,5851,0.27,4.19
Kepler-107 e,14.74913518,0.00002219,0,,87.09,,2454971.779,0.00124,13.85,6,0.01989,0.00042,,,5851,0.27,4.19
Kepler-107 e,14.749176,0.000034,0.02,0.18,,,,,,,,,,,5805,,4.1
Kepler-107 e,14.749049,0.000034,,,,,2454971.78,0.00134,,,,,,,5851,,4.2
Kepler-107 e,14.74921033,0.00001835,,,,,2454971.774,0.000899,,,,,,,5805,,4.1
Kepler-107 e,,,,,,,,,,,,,,,5866,,
Kepler-107 e,14.74913518,0.00002219,,,,,2454971.779,0.00124,,,0.01989,0.00042,,,5886,0.2,4.19
Kepler-107 e,14.7491425,0.00000204,,,,,2454957.028,0.001675,,,,,,,5805,,4.1
Kepler-107 e,14.749102,0.000076,0,,83.08,,2454971.779,0.0018,7.62,0.35,0.02271,0.00016,,,5949,,4.37
Kepler-107 e,14.749143,0.000019,0.1,,89.67,0.22,2455694.486,0.00046,,,,,,,5854,0.321,
Kepler-107 e,14.74914825,0.00002174,,,,,2454971.778,0.00118,,,,,,,5805,,4.1
Kepler-107 d,7.95792901,0.00007241,,,,,2454970.816,0.005297,,,,,,,5805,,4.1
Kepler-107 d,,,,,,,,,,,,,,,5866,,
Kepler-107 d,7.95839,0.00012,0,,87.55,0.64,2455702.955,0.006,,,0.00544,0.00036,,,5854,0.321,4.21
Kepler-107 d,7.95792,0.00017,0,,79.07,,2454970.816,0.0071,5.05,0.23,0.00833,0.00038,,,5949,,4.37
Kepler-107 d,7.95830216,0.00005983,0,,89.38,,2454970.798,0.00538,13.81,1.7,0.00694,0.00029,,,5851,0.27,4.19
Kepler-107 d,7.95825328,0.00007673,0,,85.95,,2454970.802,0.00767,10.01,5,0.00692,0.00119,,,5847,0.26,4.19
Kepler-107 d,7.958203,0.000104,,,,,2454970.8,0.00612,,,,,,,5851,,4.2
Kepler-107 d,7.95830216,0.00005983,,,,,2454970.798,0.00538,,,0.00694,0.00029,,,5886,0.2,4.19
Kepler-107 d,7.95839,0.00012,0.11,,87.55,0.64,2455702.955,0.006,,,,,,,5854,0.321,
Kepler-107 d,7.95825328,0.00007673,,,,,2454970.802,0.00767,,,,,,,5805,,4.1
Kepler-107 d,7.95825,0.00011,0.14,0.25,,,,,,,,,,,5805,,4.1
Kepler-107 d,7.95830216,0.00005983,0,,89.38,,2454970.798,0.00538,13.81,1.7,0.00694,0.00029,,,5851,0.27,4.19
Kepler-107 d,7.95830216,0.00005983,0,,89.38,,2454970.798,0.00538,13.81,1.7,0.00694,0.00029,,,5851,0.27,4.19
Kepler-107 c,4.901452,0.00001,0,,89.49,0.34,2455697.018,0.00079,,,0.01012,0.00013,,,5854,0.321,4.21
Kepler-107 c,4.90143807,0.00001044,0,,81.93,,2454971.608,0.00163,5.63,2.7,0.01195,0.00044,,,5851,0.27,4.19
Kepler-107 c,4.90143807,0.00001044,0,,81.93,,2454971.608,0.00163,5.63,2.7,0.01195,0.00044,,,5851,0.27,4.19
Kepler-107 c,4.90145055,0.00001002,,,,,2454971.608,0.001648,,,,,,,5805,,4.1
Kepler-107 c,4.9014287,0.00000488,,,,,2454956.901,0.004141,,,,,,,5805,,4.1
Kepler-107 c,4.901425,0.000016,,,,,2454971.607,0.00174,,,,,,,5851,,4.2
Kepler-107 c,4.90144976,0.0000107,,,,,2454971.605,0.00175,,,,,,,5805,,4.1
Kepler-107 c,4.90143807,0.00001044,0,,81.93,,2454971.608,0.00163,5.63,2.7,0.01195,0.00044,,,5851,0.27,4.19
Kepler-107 c,4.90144976,0.0000107,0,,86.1,,2454971.605,0.00175,7.78,3.7,0.01114,0.00187,,,5847,0.26,4.19
Kepler-107 c,4.901452,0,0.08,,89.49,0.34,2455697.018,0.00079,,,,,,,5854,0.321,
Kepler-107 c,4.901467,0.000039,0,,75.63,,2454971.604,0.0026,3.65,0.17,0.01321,0.0002,,,5949,,4.37
Kepler-107 c,4.90143807,0.00001044,,,,,2454971.608,0.00163,,,0.01195,0.00044,,,5886,0.2,4.19
Kepler-107 c,4.901441,0.00003,0.02,0.26,,,,,,,,,,,5805,,4.1
Kepler-107 c,,,,,,,,,,,,,,,5866,,
Kepler-107 b,3.1800218,0.0000029,0,,89.05,0.67,2455701.084,0.00037,,,0.00973,0.00013,,,5854,0.321,4.21
Kepler-107 b,3.18002464,0.00000656,0,,87.66,,2454966.499,0.00166,6.67,1.2,0.01009,0.00025,,,5851,0.27,4.19
Kepler-107 b,3.179962,0.000025,0,,69.9,,2454966.504,0.0023,2.74,0.13,0.01222,0.00019,,,5949,,4.37
Kepler-107 b,3.1800279,0.00000728,0,,88.34,,2454966.499,0.00181,6.751,0.764,0.00999,0.00025,,,5847,0.26,4.19
Kepler-107 b,3.180026,0.000012,0.02,0.2,,,,,,,,,,,5805,,4.1
Kepler-107 b,3.18002464,0.00000656,0,,87.66,,2454966.499,0.00166,6.67,1.2,0.01009,0.00025,,,5851,0.27,4.19
Kepler-107 b,3.18004136,0.00000393,,,,,2454953.777,0.003298,,,,,,,5805,,4.1
Kepler-107 b,,,,,,,,,,,,,,,5866,,
Kepler-107 b,3.1800279,0.00000728,,,,,2454966.499,0.00181,,,,,,,5805,,4.1
Kepler-107 b,3.17996241,0.00000673,,,,,2454966.508,0.001652,,,,,,,5805,,4.1
Kepler-107 b,3.179997,0.000011,,,,,2454966.499,0.002,,,,,,,5851,,4.2
Kepler-107 b,3.18002464,0.00000656,,,,,2454966.499,0.00166,,,0.01009,0.00025,,,5886,0.2,4.19
Kepler-107 b,3.1800218,0.0000029,0.1,,89.05,0.67,2455701.084,0.00037,,,,,,,5854,0.321,
Kepler-107 b,3.18002464,0.00000656,0,,87.66,,2454966.499,0.00166,6.67,1.2,0.01009,0.00025,,,5851,0.27,4.19
Kepler-1069 b,23.8992,0.00071,0,,89.95,,2454984.399,0.0091,11.7,4.7,0.01653,0.00033,,,5556,,4.29
Kepler-1069 b,23.8990075,0.0001281,,,,,2454984.398,0.00431,,,,,,,5562.56,0.197,3.99
Kepler-1069 b,23.8990296,0.0001497,0,,87.09,,2454984.4,0.00505,10.17,2.6,0.01537,0.00122,,,5790,0.1,4.28
Kepler-1069 b,23.8990075,0.0001281,0,,89.24,,2454984.398,0.00431,11.503,0.283,0.01546,0.0004,,,5511,0.1,3.91
Kepler-1069 b,23.89882644,0.00000965,,,,,2454984.402,0.008409,,,,,,,5562.56,0.197,3.99
Kepler-1069 b,23.8990296,0.0001497,,,,,2454984.4,0.00505,,,0.01537,0.00122,,,5722,0.04,4.46
Kepler-1069 b,,,,,,,,,,,,,,,5579,,
Kepler-1069 b,23.8990296,0.0001497,0,,87.09,,2454984.4,0.00505,10.17,2.6,0.01537,0.00122,,,5790,0.1,4.28
Kepler-1069 b,23.8990296,0.0001497,0,,87.09,,2454984.4,0.00505,10.17,2.6,0.01537,0.00122,,,5790,0.1,4.28
Kepler-1069 b,23.89836084,0.00011778,,,,,2454984.435,0.003695,,,,,,,5562.56,0.197,3.99
Kepler-1068 b,16.92344113,0.00005446,,,,,2454978.812,0.00257,,,0.03281,0.00096,,,5806,0.03,4.43
Kepler-1068 b,16.9234294,0.00005907,,,,,2454978.813,0.002927,,,,,,,5645,,4.42
Kepler-1068 b,16.92333,0.00023,0,,87.66,,2454978.814,0.0054,19.8,8.6,0.033,0.0028,,,5805,,4.51
Kepler-1068 b,16.92342126,0.00005948,,,,,2454978.814,0.0028,,,,,,,5645,,4.42
Kepler-1068 b,16.92342126,0.00005948,0,,88.93,,2454978.814,0.0028,27.61,8.6,0.03141,0.00616,,,5786,0.16,4.46
Kepler-1068 b,16.92339149,0.00000376,,,,,2455097.28,0.003505,,,,,,,5645,,4.42
Kepler-1068 b,,,,,,,,,,,,,,,5684,,
Kepler-1068 b,16.92344113,0.00005446,0,,89.95,,2454978.812,0.00257,32.879,0.577,0.03281,0.00096,,,6063,0.07,4.48
Kepler-1068 b,16.92344113,0.00005446,0,,89.95,,2454978.812,0.00257,32.879,0.577,0.03281,0.00096,,,6063,0.07,4.48
Kepler-1068 b,16.92344113,0.00005446,0,,89.95,,2454978.812,0.00257,32.879,0.577,0.03281,0.00096,,,6063,0.07,4.48
Kepler-1067 c,5.425944,0.000048,0,,89.38,,2454968.862,0.003,16.5,8.3,0.01427,0.00074,,,5597,,4.58
Kepler-1067 c,5.42587228,0.00001329,0,,89.38,,2454968.865,0.00211,16.32,1.8,0.01468,0.0004,,,5614,-0.14,4.56
Kepler-1067 c,5.42586901,0.00001767,,,,,2454968.866,0.00274,,,,,,,5461,,4.47
Kepler-1067 c,5.42586799,0.00000369,,,,,2454968.864,0.003235,,,,,,,5461,,4.47
Kepler-1067 c,5.42587228,0.00001329,0,,89.38,,2454968.865,0.00211,16.32,1.8,0.01468,0.0004,,,5614,-0.14,4.56
Kepler-1067 c,5.42587228,0.00001329,0,,89.38,,2454968.865,0.00211,16.32,1.8,0.01468,0.0004,,,5614,-0.14,4.56
Kepler-1067 c,5.42586901,0.00001767,0,,89.65,,2454968.866,0.00274,16.52,1.5,0.01453,0.00056,,,5594,0.16,4.49
Kepler-1067 c,5.4258399,,,,,,,,,,,,,,5594,0.16,4.49
Kepler-1067 b,0.76213231,0.0000038,0,,84.88,,2454964.615,0.00375,4.47,1.6,0.00738,0.00078,,,5594,0.16,4.49
Kepler-1067 b,0.76212926,0.00000273,0,,86.52,,2454964.62,0.00253,5.19,1.9,0.00778,0.00053,,,5614,-0.14,4.56
Kepler-1067 b,0.76213231,0.0000038,,,,,2454964.615,0.00375,,,,,,,5461,,4.47
Kepler-1067 b,,,,,,,,,,,,,,,5584,,
Kepler-1067 b,0.76212926,0.00000273,,,,,2454964.62,0.00253,,,0.00778,0.00053,,,5592,0.03,4.49
Kepler-1067 b,0.76212989,0.00000134,,,,,2454964.619,0.001463,,,,,,,5461,,4.47
Kepler-1067 b,0.76212926,0.00000273,0,,86.52,,2454964.62,0.00253,5.19,1.9,0.00778,0.00053,,,5614,-0.14,4.56
Kepler-1067 b,0.76212926,0.00000273,0,,86.52,,2454964.62,0.00253,5.19,1.9,0.00778,0.00053,,,5614,-0.14,4.56
Kepler-1066 b,1.93155984,0.00000157,,,,,2454964.766,0.000657,,,0.02227,0.00051,,,5762,-0.03,4.45
Kepler-1066 b,1.93155757,0.00000082,,,,,2454964.766,0.000336,,,,,,,5560.36,0.111,4.55
Kepler-1066 b,1.93155984,0.00000157,0,,83.08,,2454964.766,0.000657,6.19,3,0.02227,0.00051,,,5642,-0.26,4.31
Kepler-1066 b,1.9315635,0.0000073,0,,82.51,,2454964.765,0.00091,6,1.8,0.0218,0.001,,,5654,,4.29
Kepler-1066 b,1.93155546,0.00001502,,,,,2454964.767,0.00606,,,,,,,5560.36,0.111,4.55
Kepler-1066 b,1.93155546,0.00001502,0,,80.37,,2454964.767,0.00606,5.15,2.4,0.02398,0.00565,,,5461,0.14,4.55
Kepler-1066 b,1.93155984,0.00000157,0,,83.08,,2454964.766,0.000657,6.19,3,0.02227,0.00051,,,5642,-0.26,4.31
Kepler-1066 b,,,,,,,,,,,,,,,5558,,
Kepler-1066 b,1.93155971,0.00000048,,,,,2454955.108,0.000407,,,,,,,5560.36,0.111,4.55
Kepler-1066 b,1.93155984,0.00000157,0,,83.08,,2454964.766,0.000657,6.19,3,0.02227,0.00051,,,5642,-0.26,4.31
Kepler-1065 c,2.37030743,0.00001691,0,,87.66,,2454966.675,0.00674,9.23,2.3,0.01645,0.00075,,,5668,-0.02,4.54
Kepler-1065 c,2.3702932,0.00003066,,,,,2454966.68,0.0118,,,,,,,5469,,4.44
Kepler-1065 c,2.37030743,0.00001691,0,,87.66,,2454966.675,0.00674,9.23,2.3,0.01645,0.00075,,,5668,-0.02,4.54
Kepler-1065 c,,,,,,,,,,,,,,,5663,,
Kepler-1065 c,2.37030743,0.00001691,0,,87.66,,2454966.675,0.00674,9.23,2.3,0.01645,0.00075,,,5668,-0.02,4.54
Kepler-1065 c,2.3702932,0.00003066,0,,89.98,,2454966.68,0.0118,11.03,2.7,0.01362,0.00158,,,5668,-0.02,4.54
Kepler-1065 c,2.37030743,0.00001691,,,,,2454966.675,0.00674,,,0.01645,0.00075,,,5635,-0.01,4.49
Kepler-1065 b,3.60931465,0.0000047,,,,,2454966.789,0.001146,,,,,,,5469,,4.44
Kepler-1065 b,3.609319,0.000021,0,,88.24,,2454966.79,0.0023,15,7.3,0.0326,0.0095,,,5443,,4.55
Kepler-1065 b,3.60930891,0.0000051,0,,88.81,,2454966.791,0.00127,15.46,3.9,0.03663,0.0006,,,5668,-0.02,4.54
Kepler-1065 b,3.60930891,0.0000051,,,,,2454966.791,0.00127,,,0.03663,0.0006,,,5635,-0.01,4.49
Kepler-1065 b,3.60931306,0.00000761,,,,,2454966.79,0.00186,,,,,,,5469,,4.44
Kepler-1065 b,3.60930891,0.0000051,0,,88.81,,2454966.791,0.00127,15.46,3.9,0.03663,0.0006,,,5668,-0.02,4.54
Kepler-1065 b,3.60931176,0.00000158,,,,,2455186.959,0.001579,,,,,,,5469,,4.44
Kepler-1065 b,3.60930891,0.0000051,0,,88.81,,2454966.791,0.00127,15.46,3.9,0.03663,0.0006,,,5668,-0.02,4.54
Kepler-1065 b,,,,,,,,,,,,,,,5663,,
Kepler-1065 b,3.60931306,0.00000761,0,,88.42,,2454966.79,0.00186,14.78,6.1,0.03434,0.00054,,,5668,-0.02,4.54
Kepler-1064 b,16.54077478,0.00007552,,,,,2454966.953,0.003717,,,,,,,5079.48,-0.029,
Kepler-1064 b,16.54081386,0.00004043,0,,88.92,,2454966.953,0.002,36.5,15.8,0.01872,0.00307,,,5064,0,4.57
Kepler-1064 b,16.54080322,0.00004111,0,,89.95,,2454966.954,0.00215,50.54,4,0.01797,0.00061,,,5094,-0.58,4.66
Kepler-1064 b,16.54077825,0.00000302,,,,,2454966.954,0.002834,,,,,,,5079.48,-0.029,
Kepler-1064 b,16.54081386,0.00004043,,,,,2454966.953,0.002,,,,,,,5079.48,-0.029,
Kepler-1064 b,16.54080322,0.00004111,0,,89.95,,2454966.954,0.00215,50.54,4,0.01797,0.00061,,,5094,-0.58,4.66
Kepler-1064 b,16.54080322,0.00004111,0,,89.95,,2454966.954,0.00215,50.54,4,0.01797,0.00061,,,5094,-0.58,4.66
Kepler-1064 b,16.54080322,0.00004111,,,,,2454966.954,0.00215,,,0.01797,0.00061,,,5153,0,4.57
Kepler-1064 b,16.54091,0.00016,0,,88.81,,2454966.949,0.0036,30,15,0.0193,0.0042,,,5176,,4.64
Kepler-1063 b,14.07971466,0.00002871,0,,89.95,,2454972.958,0.00167,81.47,4.3,0.01196,0.0006,,,5568,-0.04,4.5
Kepler-1063 b,14.07969236,0.00003103,0,,89.53,,2454972.961,0.00184,66.8,22.8,0.01232,0.00269,,,5821,0.14,4.1
Kepler-1063 b,14.07971466,0.00002871,,,,,2454972.958,0.00167,,,0.01196,0.0006,,,5945,0.09,4.37
