pl_name,pl_orbper,pl_orbpererr1,pl_orbeccen,pl_orbeccenerr1,pl_orbincl,pl_orbinclerr1,pl_tranmid,pl_tranmiderr1,pl_ratdor,pl_ratdorerr1,pl_ratror,pl_ratrorerr1,pl_orblper,pl_orblpererr1,st_teff,st_met,st_logg
Kepler-694 b,6.36583971,0.00000806,0,,87.92,,2455004.136,0.001,14.46,4.4,0.02627,0.0039,,,5776,-0.18,4.55
Kepler-694 b,6.365815,0.000029,0,,86.52,,2455004.135,0.0015,11.9,5.1,0.0275,0.0019,,,5780,,4.55
Kepler-693 b,15.37563332,0.00001072,0,,88.81,,2455006.613,0.00065,34.2,14.2,0.12858,0.00103,,,4985,-0.2,4.55
Kepler-693 b,15.37564455,0.00000153,,,,,2455006.614,0.001544,,,,,,,4822,,4.44
Kepler-693 b,15.37563332,0.00001072,0,,88.81,,2455006.613,0.00065,34.2,14.2,0.12858,0.00103,,,4985,-0.2,4.55
Kepler-693 b,15.37562369,0.00001017,0,,88.73,,2455006.614,0.000608,31.24,6.9,0.12103,0.00136,,,4986,0.16,4.5
Kepler-693 b,15.37563332,0.00001072,,,,,2455006.613,0.00065,,,0.12858,0.00103,,,4881,-0.1,4.61
Kepler-693 b,15.375871,0.000026,0,,88.81,,2455006.607,0.00072,31.9,8.3,0.1219,0.0039,,,4981,,4.58
Kepler-693 b,15.37562369,0.00001017,,,,,2455006.614,0.000608,,,,,,,4822,,4.44
Kepler-693 b,,,,,,,,,,,,,,,4977,,
Kepler-693 b,15.37563332,0.00001072,0,,88.81,,2455006.613,0.00065,34.2,14.2,0.12858,0.00103,,,4985,-0.2,4.55
Kepler-692 b,21.81295658,0.00000391,,,,,2455007.009,0.003512,,,,,,,5330,,4.5
Kepler-692 b,21.81293494,0.0000714,,,,,2455007.011,0.00269,,,0.03323,0.00125,,,5440,-0.01,4.53
Kepler-692 b,21.81295996,0.00007229,0,,89.92,,2455007.011,0.00261,39.183,0.644,0.03095,0.00102,,,5601,0.08,4.41
Kepler-692 b,21.81293494,0.0000714,0,,89.95,,2455007.011,0.00269,39.17,1.9,0.03323,0.00125,,,5601,0.08,4.41
Kepler-692 b,21.81295996,0.00007229,,,,,2455007.011,0.00261,,,,,,,5330,,4.5
Kepler-692 b,21.81293494,0.0000714,0,,89.95,,2455007.011,0.00269,39.17,1.9,0.03323,0.00125,,,5601,0.08,4.41
Kepler-692 b,,,,,,,,,,,,,,,5605,,
Kepler-692 b,21.81293,0.00023,0,,88.81,,2455007.007,0.0037,28,12,0.0344,0.005,,,5535,,4.41
Kepler-692 b,21.8129939,0.00007344,,,,,2455007.011,0.002542,,,,,,,5330,,4.5
Kepler-692 b,21.81293494,0.0000714,0,,89.95,,2455007.011,0.00269,39.17,1.9,0.03323,0.00125,,,5601,0.08,4.41
Kepler-691 b,8.11437482,0.00001092,,,,,2455009.34,0.00107,,,,,,,3626,,4.68
Kepler-691 b,8.114368,0.000037,0,,87.09,,2455009.339,0.0016,17.1,7.9,0.0412,0.0076,,,3935,,4.75
Kepler-691 b,8.11437059,0.00000146,,,,,2454968.768,0.001301,,,,,,,3626,,4.68
Kepler-691 b,,,,,,,,,,,,,,,3698,,
Kepler-691 b,8.114379,0.00001125,0,,89.95,,2455009.339,0.00109,28.45,2.4,0.03767,0.00113,,,3721,0.19,4.74
Kepler-691 b,8.11437533,0.00000996,,,,,2455009.34,0.000954,,,,,,,3626,,4.68
Kepler-691 b,8.11437482,0.00001092,0,,88.61,,2455009.34,0.00107,23.58,7.5,0.0372,0.00595,,,3692,0.28,4.75
Kepler-691 b,8.114379,0.00001125,,,,,2455009.339,0.00109,,,0.03767,0.00113,,,3715,0.04,4.76
Kepler-691 b,8.114379,0.00001125,0,,89.95,,2455009.339,0.00109,28.45,2.4,0.03767,0.00113,,,3721,0.19,4.74
Kepler-691 b,8.114379,0.00001125,0,,89.95,,2455009.339,0.00109,28.45,2.4,0.03767,0.00113,,,3721,0.19,4.74
Kepler-690 b,7.74809424,0.00000755,0,,88.02,,2455007.997,0.000765,15,4.1,0.04661,0.00265,,,5973,0.36,4.44
Kepler-690 b,7.74809437,0.00000763,0,,88.81,,2455007.997,0.000787,16.19,4.9,0.04716,0.00014,,,5918,0.32,4.43
Kepler-690 b,7.74809437,0.00000763,0,,88.81,,2455007.997,0.000787,16.19,4.9,0.04716,0.00014,,,5918,0.32,4.43
Kepler-690 b,7.74809424,0.00000755,,,,,2455007.997,0.000765,,,,,,,5539,,4.21
Kepler-690 b,,,,,,,,,,,,,,,5971,,
Kepler-690 b,7.74809203,0.00000103,,,,,2455007.997,0.000931,,,,,,,5539,,4.21
Kepler-690 b,7.74809437,0.00000763,,,,,2455007.997,0.000787,,,0.04716,0.00014,,,5913,0.19,4.35
Kepler-690 b,7.74810017,0.00000641,,,,,2455007.997,0.000654,,,,,,,5539,,4.21
Kepler-690 b,7.748083,0.000025,0,,89.95,,2455007.997,0.0011,17.6,4.7,0.0436,0.0019,,,5788,,4.5
Kepler-690 b,7.74809437,0.00000763,0,,88.81,,2455007.997,0.000787,16.19,4.9,0.04716,0.00014,,,5918,0.32,4.43
Kepler-69 c,242.4677,0.0068,0,,89.38,,2454983.86,0.013,109,25,0.01782,0.00059,,,5886,,4.54
Kepler-69 c,,,,,,,,,,,,,,,5630,,
Kepler-69 c,242.46712,0.003115,,,,,2454983.866,0.00892,,,0.01685,0.00329,,,5745,-0.14,4.45
Kepler-69 c,242.4614446,0.00009335,,,,,2454983.875,0.08376,,,,,,,5757.89,-0.192,4.25
Kepler-69 c,242.4659,0.0027,,,89.901,0.011,2454983.869,0.008,141.39,0.84,0.01669,0.00033,,,5700,-0.1,4.4
Kepler-69 c,242.467406,0.0026,,,,,2454983.858,0.00742,,,,,,,5757.89,-0.192,4.25
Kepler-69 c,242.467406,0.0026,0,,89.93,,2454983.858,0.00742,144.9,16.9,0.01678,0.00064,,,5637,-0.3,4.4
Kepler-69 c,242.466343,0.00057419,,,,,2454983.859,0.00508,,,,,,,5757.89,-0.192,4.25
Kepler-69 c,242.46712,0.003115,0,,89.95,,2454983.866,0.00892,123,42.2,0.01685,0.00329,,,5637,-0.3,4.4
Kepler-69 c,242.46712,0.003115,0,,89.95,,2454983.866,0.00892,123,42.2,0.01685,0.00329,,,5637,-0.3,4.4
Kepler-69 c,242.46712,0.003115,0,,89.95,,2454983.866,0.00892,123,42.2,0.01685,0.00329,,,5637,-0.3,4.4
Kepler-69 c,242.4613,0.0059,0.14,0.18,89.85,0.03,2454983.87,0.016,148,20,0.0168,0.00052,,,5638,-0.29,4.4
Kepler-69 b,13.72237104,0.00001849,0,,89.38,,2454970.84,0.00112,20.15,2.5,0.02217,0.00033,,,5637,-0.3,4.4
Kepler-69 b,13.72237104,0.00001849,,,,,2454970.84,0.00112,,,0.02217,0.00033,,,5745,-0.14,4.45
Kepler-69 b,13.7223682,0.00001822,0,,89.98,,2454970.841,0.00112,20.914,0.446,0.02168,0.00041,,,5637,-0.3,4.4
Kepler-69 b,13.72237127,0.00001734,,,,,2454970.842,0.001043,,,,,,,5757.89,-0.192,4.25
Kepler-69 b,13.7223682,0.00001822,,,,,2454970.841,0.00112,,,,,,,5757.89,-0.192,4.25
Kepler-69 b,13.72236164,0.00000155,,,,,2454970.841,0.001383,,,,,,,5757.89,-0.192,4.25
Kepler-69 b,13.722353,0.000016,,,89.975,0.002,2454970.842,0.0008,20.84,0.12,0.02211,0.00015,,,5700,-0.1,4.4
Kepler-69 b,13.722341,0.000035,0.16,0.17,89.62,0.26,2454970.841,0.0016,21.8,2.9,0.02207,0.00023,,,5638,-0.29,4.4
Kepler-69 b,13.72237104,0.00001849,0,,89.38,,2454970.84,0.00112,20.15,2.5,0.02217,0.00033,,,5637,-0.3,4.4
Kepler-69 b,13.722364,0.000044,0,,87.66,,2454970.84,0.0015,16.1,3.7,0.02331,0.00035,,,5886,,4.54
Kepler-69 b,,,,,,,,,,,,,,,5630,,
Kepler-69 b,13.72237104,0.00001849,0,,89.38,,2454970.84,0.00112,20.15,2.5,0.02217,0.00033,,,5637,-0.3,4.4
Kepler-689 b,22.36656079,0.00009811,0,,89.95,,2455008.455,0.00361,34.05,1.9,0.0299,0.00104,,,5413,-0.32,4.59
Kepler-689 b,22.36658,0.00031,0,,87.66,,2455008.454,0.0047,19.5,5.9,0.0329,0.0011,,,5424,,4.6
Kepler-689 b,22.36656079,0.00009811,0,,89.95,,2455008.455,0.00361,34.05,1.9,0.0299,0.00104,,,5413,-0.32,4.59
Kepler-689 b,,,,,,,,,,,,,,,5397,,
Kepler-689 b,22.36664774,0.00000435,,,,,2454986.087,0.003892,,,,,,,5344,,4.42
Kepler-689 b,22.3663045,0.00010127,,,,,2455008.463,0.003624,,,,,,,5344,,4.42
Kepler-689 b,22.36646466,0.00009761,,,,,2455008.459,0.00354,,,,,,,5344,,4.42
Kepler-689 b,22.36646466,0.00009761,0,,89.26,,2455008.459,0.00354,31,10.4,0.02894,0.0006,,,5395,-0.34,4.62
Kepler-689 b,22.36656079,0.00009811,,,,,2455008.455,0.00361,,,0.0299,0.00104,,,5518,-0.01,4.51
Kepler-689 b,22.36656079,0.00009811,0,,89.95,,2455008.455,0.00361,34.05,1.9,0.0299,0.00104,,,5413,-0.32,4.59
Kepler-688 b,3.89593684,0.0000008,0,,87.66,,2455003.528,0.000163,12.11,3.4,0.09287,0.00071,,,5557,-0.3,4.58
Kepler-688 b,3.89593673,0.00000056,,,,,2455003.528,0.000113,,,,,,,5441,,4.34
Kepler-688 b,,,,,,,,,,,,,,,5564,,
Kepler-688 b,3.89593653,0.00000077,,,,,2455003.528,0.000157,,,,,,,5441,,4.34
Kepler-688 b,3.89593684,0.0000008,0,,87.66,,2455003.528,0.000163,12.11,3.4,0.09287,0.00071,,,5557,-0.3,4.58
Kepler-688 b,3.89593684,0.0000008,0,,87.66,,2455003.528,0.000163,12.11,3.4,0.09287,0.00071,,,5557,-0.3,4.58
Kepler-688 b,3.89593684,0.0000008,,,,,2455003.528,0.000163,,,0.09287,0.00071,,,5715,0.02,4.47
Kepler-688 b,3.89593653,0.00000077,0,,87.56,,2455003.528,0.000157,12.29,5.7,0.08689,0.00042,,,5557,-0.3,4.59
Kepler-688 b,3.89593593,0.00000022,,,,,2454964.569,0.000192,,,,,,,5441,,4.34
Kepler-688 b,3.8959309,0.0000027,0,,87.66,,2455003.527,0.00021,12.3,3.3,0.0868,0.0022,,,5582,,4.58
Kepler-687 b,20.50586602,0.00000146,,,,,2454973.425,0.001339,,,,,,,4775,,4.56
Kepler-687 b,20.50586978,0.00002828,0,,89.38,,2455014.435,0.0011,39.05,5.3,0.04357,0.0009,,,4905,-0.04,4.54
Kepler-687 b,20.50586978,0.00002828,,,,,2455014.435,0.0011,,,0.04357,0.0009,,,4841,-0.04,4.6
Kepler-687 b,20.50586978,0.00002828,0,,89.38,,2455014.435,0.0011,39.05,5.3,0.04357,0.0009,,,4905,-0.04,4.54
Kepler-687 b,20.50588921,0.00003206,,,,,2455014.434,0.00122,,,,,,,4775,,4.56
Kepler-687 b,,,,,,,,,,,,,,,4903,,
Kepler-687 b,20.505935,0.000092,0,,88.24,,2455014.433,0.0015,25,12,0.0485,0.0025,,,4869,,4.61
Kepler-687 b,20.50586978,0.00002828,0,,89.38,,2455014.435,0.0011,39.05,5.3,0.04357,0.0009,,,4905,-0.04,4.54
Kepler-687 b,20.50591318,0.00002979,,,,,2455014.433,0.001127,,,,,,,4775,,4.56
Kepler-687 b,20.50588921,0.00003206,0,,89.62,,2455014.434,0.00122,38.91,5.5,0.04104,0.00082,,,4905,-0.04,4.54
Kepler-686 b,1.59474546,0.00000011,0,,85.94,,2455003.648,0.000058,6.383,0.42,0.12069,0.00045,,,5934,-0.38,4.49
Kepler-686 b,1.59474546,0.00000011,0,,85.94,,2455003.648,0.000058,6.383,0.42,0.12069,0.00045,,,5934,-0.38,4.49
Kepler-686 b,1.59474546,0.00000007,,,,,2455003.648,0.000039,,,,,,,5703,,4.32
Kepler-686 b,1.59474537,0.00000011,,,,,2455003.648,0.000058,,,,,,,5703,,4.32
Kepler-686 b,1.59474469,0.00000044,0,,85.37,,2455003.648,0.000067,6.29,0.55,0.11587,0.00083,,,5973,,4.48
Kepler-686 b,1.59474546,0.00000011,,,,,2455003.648,0.000058,,,0.12069,0.00045,,,5649,-0.07,4.49
Kepler-686 b,1.5947535,0.00001212,,,,,2459421.078,0.004484,,,,,,,5703,,4.32
Kepler-686 b,1.59474546,0.00000011,0,,85.94,,2455003.648,0.000058,6.383,0.42,0.12069,0.00045,,,5934,-0.38,4.49
Kepler-686 b,1.59474545,0.00000006,,,,,2455003.649,0.000058,,,,,,,5703,,4.32
Kepler-686 b,1.59474537,0.00000011,0,,85.25,,2455003.648,0.000058,6.203,0.412,0.11588,0.00039,,,5934,-0.38,4.49
Kepler-686 b,,,,,,,,,,,,,,,5935,,
Kepler-685 b,1.62551236,0.00001595,,,,,2459391.112,0.002098,,,,,,,5483.74,,4.38
Kepler-685 b,1.62552211,0.00000009,,,,,2454964.814,0.000078,,,,,,,5483.74,0.388,4.38
Kepler-685 b,1.6255222,0.00000015,0,,89.95,,2455003.827,0.000074,5.6742,0.0153,0.08438,0.00015,,,5717,0.18,4.39
Kepler-685 b,1.6255222,0.00000015,0,,89.95,,2455003.827,0.000074,5.6742,0.0153,0.08438,0.00015,,,5717,0.18,4.39
Kepler-685 b,1.62552217,0.00000016,,,,,2455003.827,0.000076,,,,,,,5483.74,0.388,4.38
Kepler-685 b,1.62552217,0.00000016,0,,89.22,,2455003.827,0.000076,5.6364,0.0454,0.08054,0.00009,,,5539,0.16,4.32
Kepler-685 b,1.6255222,0.00000015,,,,,2455003.827,0.000074,,,0.08438,0.00015,,,5963,0.15,4.36
Kepler-685 b,1.6255222,0.00000015,0,,89.95,,2455003.827,0.000074,5.6742,0.0153,0.08438,0.00015,,,5717,0.18,4.39
Kepler-685 b,1.62552343,0.00000062,0,,89.95,,2455003.826,0.000088,5.65,0.65,0.08055,0.00085,,,5612,,4.39
Kepler-685 b,,,,,,,,,,,,,,,5541,,
Kepler-685 b,1.62552226,0.0000001,,,,,2455003.827,0.000048,,,,,,,5483.74,0.388,4.38
Kepler-684 b,6.77030201,0.00000886,0,,88.81,,2455003.577,0.00103,24.65,7.1,0.03595,0.00026,,,5666,-0.86,4.66
Kepler-684 b,6.77030038,0.00000954,0,,86.84,,2455003.577,0.00108,15.21,7.5,0.03741,0.00223,,,5653,-0.84,4.66
Kepler-684 b,6.77030201,0.00000886,0,,88.81,,2455003.577,0.00103,24.65,7.1,0.03595,0.00026,,,5666,-0.86,4.66
Kepler-684 b,,,,,,,,,,,,,,,5659,,
Kepler-684 b,6.77030038,0.00000954,,,,,2455003.577,0.00108,,,,,,,5435.15,-0.054,4.1
Kepler-684 b,6.770278,0.000031,0,,87.09,,2455003.577,0.0015,17.1,8.5,0.0374,0.0065,,,5766,,4.55
Kepler-684 b,6.77030201,0.00000886,,,,,2455003.577,0.00103,,,0.03595,0.00026,,,5493,-0.11,4.53
Kepler-684 b,6.77030201,0.00000886,0,,88.81,,2455003.577,0.00103,24.65,7.1,0.03595,0.00026,,,5666,-0.86,4.66
Kepler-684 b,6.77027155,0.00000933,,,,,2455003.578,0.001088,,,,,,,5435.15,-0.054,4.1
Kepler-684 b,6.77029913,0.00000148,,,,,2454969.726,0.001322,,,,,,,5435.15,-0.054,4.1
Kepler-683 b,2.53917974,0.00000799,,,,,2455002.676,0.00246,,,,,,,5521.79,0.08,4.39
Kepler-683 b,2.53917,0.00002,0,,79.07,,2455002.675,0.0022,4.4,1.7,0.0209,0.0008,,,5980,,4.49
Kepler-683 b,,,,,,,,,,,,,,,5523,,
Kepler-683 b,2.53918318,0.00000511,,,,,2455002.674,0.00156,,,0.01886,0.00063,,,5703,-0.03,4.47
Kepler-683 b,2.53918315,0.00000507,,,,,2455002.675,0.0016,,,,,,,5521.79,0.08,4.39
Kepler-683 b,2.53918315,0.00000507,0,,88.28,,2455002.675,0.0016,7.93,1.2,0.01772,0.00051,,,5519,0.14,4.35
Kepler-683 b,2.53918318,0.00000511,0,,89.95,,2455002.674,0.00156,8.315,0.486,0.01886,0.00063,,,5996,-0.1,4.49
Kepler-683 b,2.53918318,0.00000511,0,,89.95,,2455002.674,0.00156,8.315,0.486,0.01886,0.00063,,,5996,-0.1,4.49
Kepler-683 b,2.53918318,0.00000511,0,,89.95,,2455002.674,0.00156,8.315,0.486,0.01886,0.00063,,,5996,-0.1,4.49
Kepler-682 b,12.61190434,0.00000665,0,,88.17,,2455013.892,0.000413,17.27,4.8,0.07376,0.00043,,,5795,-0.02,4.51
Kepler-682 b,,,,,,,,,,,,,,,5802,,
Kepler-682 b,12.61192012,0.00000326,,,,,2455013.892,0.000201,,,,,,,5462,,3.84
Kepler-682 b,12.6119088,0.00000057,,,,,2454976.057,0.000507,,,,,,,5462,,3.84
Kepler-682 b,12.61190667,0.00000646,0,,88.24,,2455013.892,0.000398,17.38,3.5,0.07636,0.00065,,,5795,-0.02,4.51
Kepler-682 b,12.61190667,0.00000646,,,,,2455013.892,0.000398,,,0.07636,0.00065,,,5559,-0.05,4.51
Kepler-682 b,12.61190667,0.00000646,0,,88.24,,2455013.892,0.000398,17.38,3.5,0.07636,0.00065,,,5795,-0.02,4.51
Kepler-682 b,12.61190434,0.00000665,,,,,2455013.892,0.000413,,,,,,,5462,,3.84
Kepler-682 b,12.611904,0.000018,0,,88.24,,2455013.892,0.0005,16.8,1.7,0.07372,0.00067,,,5760,,4.53
Kepler-682 b,12.61190667,0.00000646,0,,88.24,,2455013.892,0.000398,17.38,3.5,0.07636,0.00065,,,5795,-0.02,4.51
Kepler-681 b,26.39435646,0.00006078,0,,89.95,,2455009.054,0.00183,59.66,3.8,0.0374,0.00115,,,5127,0.04,4.59
Kepler-681 b,,,,,,,,,,,,,,,5125,,
Kepler-681 b,26.39435646,0.00006078,,,,,2455009.054,0.00183,,,0.0374,0.00115,,,5021,-0.04,4.58
Kepler-681 b,26.39435646,0.00006078,0,,89.95,,2455009.054,0.00183,59.66,3.8,0.0374,0.00115,,,5127,0.04,4.59
Kepler-681 b,26.39442424,0.00000236,,,,,2454982.66,0.002069,,,,,,,4937,,4.53
Kepler-681 b,26.39432897,0.00005724,,,,,2455009.055,0.00176,,,,,,,4937,,4.53
Kepler-681 b,26.39434226,0.0000492,,,,,2455009.055,0.001471,,,,,,,4937,,4.53
Kepler-681 b,26.39432897,0.00005724,0,,89.28,,2455009.055,0.00176,47.7,20.7,0.03681,0.0042,,,5129,0.02,4.59
Kepler-681 b,26.39435646,0.00006078,0,,89.95,,2455009.054,0.00183,59.66,3.8,0.0374,0.00115,,,5127,0.04,4.59
Kepler-681 b,26.39452,0.0002,0,,88.81,,2455009.053,0.0025,40,19,0.0393,0.0091,,,5070,,4.63
Kepler-680 b,3.68992629,0.00000943,0,,89.38,,2455003.365,0.00208,10.879,0.966,0.01962,0.00072,,,5880,-0.06,4.52
Kepler-680 b,3.68992629,0.00000943,0,,89.38,,2455003.365,0.00208,10.879,0.966,0.01962,0.00072,,,5880,-0.06,4.52
Kepler-680 b,3.68981517,0.00001126,,,,,2455003.394,0.002189,,,,,,,5605,,4.19
Kepler-680 b,3.68992629,0.00000943,,,,,2455003.365,0.00208,,,0.01962,0.00072,,,5890,0.13,4.38
Kepler-680 b,3.68992629,0.00000943,0,,89.38,,2455003.365,0.00208,10.879,0.966,0.01962,0.00072,,,5880,-0.06,4.52
Kepler-680 b,3.6899201,0.00000898,0,,89.19,,2455003.366,0.00191,10.71,1.2,0.01888,0.00067,,,5880,-0.06,4.52
Kepler-680 b,,,,,,,,,,,,,,,5888,,
Kepler-680 b,3.689938,0.000032,0,,88.81,,2455003.363,0.0026,11.1,3.9,0.0194,0.0011,,,5853,,4.54
Kepler-680 b,3.6899201,0.00000898,,,,,2455003.366,0.00191,,,,,,,5605,,4.19
Kepler-68 e,3455,348,0.33,0.11,,,2457791,134,,,,,196,17,5847,0.11,
Kepler-68 d,634.6,4.1,0.112,0.035,,,2455878,11,,,,,-64.74,20.63,5875.23,0.126,4.26
Kepler-68 d,580,15,0.18,0.05,,,,,,,,,,,5793,0.12,4.28
Kepler-68 d,632.62,1.03,0.102,0.016,,,2455892,5.4,,,,,256.4,10.4,5847,0.11,
Kepler-68 d,625,16,,,,,,,,,,,,,5793,0.12,4.28
Kepler-68 c,9.60503867,0.0000323,0,,89.95,,2454969.381,0.00305,24.54,2,0.00678,0.00026,,,5793,0.12,4.28
Kepler-68 c,9.605027,0.000013,0.099,,87.071,0.087,2454969.382,0.0011,,,,,,,5847,0.11,
Kepler-68 c,9.604869,0.000094,0,,84.8,,2454969.385,0.0036,10.55,0.38,0.00821,0.00023,,,5793,,4.28
Kepler-68 c,9.604979,0.000045,0.42,0.41,,,,,,,,,,,5875.23,0.126,4.26
Kepler-68 c,9.60503867,0.0000323,,,,,2454969.381,0.00305,,,0.00678,0.00026,,,5864,0.1,4.28
Kepler-68 c,9.60503867,0.0000323,0,,89.95,,2454969.381,0.00305,24.54,2,0.00678,0.00026,,,5793,0.12,4.28
Kepler-68 c,9.60506201,0.00000458,,,,,2454959.773,0.004217,,,,,,,5875.23,0.126,4.26
Kepler-68 c,9.60505976,0.00003459,,,,,2454969.379,0.0032,,,,,,,5875.23,0.126,4.26
Kepler-68 c,9.6051,,0,,,,2455708.968,,,,,,0,,5875.23,0.126,4.26
Kepler-68 c,9.60502738,0.00001324,,,,,2454969.382,0.001105,,,,,,,5875.23,0.126,4.26
Kepler-68 c,,,,,,,,,,,,,,,5789,,
Kepler-68 c,9.60503867,0.0000323,0,,89.95,,2454969.381,0.00305,24.54,2,0.00678,0.00026,,,5793,0.12,4.28
Kepler-68 c,9.605085,0.000072,0,,86.93,0.41,2454969.381,0.0041,15.68,0.2,0.00703,0.00025,,,5793,0.12,4.28
Kepler-68 c,9.60505976,0.00003459,0,,88.51,,2454969.379,0.0032,20.76,7.5,0.00698,0.00176,,,5790,0.06,4.28
Kepler-68 c,9.60504,,,,,,2454969.38,,,,0.00745,,,,5793,0.12,4.28
Kepler-68 b,5.39875273,0.00000032,,,,,2454958.27,0.00029,,,,,,,5875.23,0.126,4.26
Kepler-68 b,5.39875259,0.00000052,0.09,,87.23,0.22,2455006.859,0.000076,,,,,,,5847,0.11,
Kepler-68 b,5.3987608,0.00001699,,,,,2459817.147,0.004301,,,,,,,5875.23,,4.26
Kepler-68 b,5.39875393,0.00000184,0,,89.95,,2455006.859,0.000269,12.2232,0.0669,0.01687,0.00012,,,5793,0.12,4.28
Kepler-68 b,5.39875393,0.00000184,,,,,2455006.859,0.000269,,,0.01687,0.00012,,,5864,0.1,4.28
Kepler-68 b,5.398763,0.000004,0,,87.6,0.9,2455006.857,0.00042,10.68,0.14,0.017,0.00046,,,5793,0.12,4.28
Kepler-68 b,5.39875259,0.00000052,,,,,2455006.859,0.000076,,,,,,,5875.23,0.126,4.26
Kepler-68 b,5.3987533,0.0000013,0.02,0.13,,,,,,,,,,,5875.23,0.126,4.26
Kepler-68 b,,,,,,,,,,,,,,,5789,,
Kepler-68 b,5.3987665,0.0000071,0,,83.65,,2455006.857,0.00043,7.18,0.26,0.01869,0.00008,,,5793,,4.28
Kepler-68 b,5.39875286,0.00000195,,,,,2455006.859,0.000286,,,,,,,5875.23,0.126,4.26
Kepler-68 b,5.39875393,0.00000184,0,,89.95,,2455006.859,0.000269,12.2232,0.0669,0.01687,0.00012,,,5793,0.12,4.28
Kepler-68 b,5.39876,0.000004,0,,87.6,0.9,,,10.71,0.24,,,,,5793,0.12,4.28
Kepler-68 b,5.39875286,0.00000195,0,,89.93,,2455006.859,0.000286,12.239,0.302,0.0169,0.00026,,,5790,0.06,4.28
Kepler-68 b,5.39875393,0.00000184,0,,89.95,,2455006.859,0.000269,12.2232,0.0669,0.01687,0.00012,,,5793,0.12,4.28
Kepler-68 b,5.39875,,,,,,2455006.858,,,,0.01738,,,,5793,0.12,4.28
Kepler-68 b,5.3988,,0,,,,2455703.298,,,,,,0,,5875.23,0.126,4.26
Kepler-679 b,,,,,,,,,,,,,,,5563,,
Kepler-679 b,12.39358604,0.00003829,,,,,2455011.746,0.00244,,,0.03271,0.00189,,,5403,-0.09,4.54
Kepler-679 b,12.39343,0.00013,0,,87.09,,2455011.749,0.0035,16.9,7.6,0.0313,0.0034,,,5605,,4.58
Kepler-679 b,12.39356589,0.00000399,,,,,2454974.566,0.003535,,,,,,,5271,,4.58
Kepler-679 b,12.3935651,0.00003932,0,,86.13,,2455011.747,0.00245,13.07,6.3,0.03254,0.00003,,,5557,-0.4,4.6
Kepler-679 b,12.39352464,0.0000421,,,,,2455011.749,0.002777,,,,,,,5271,,4.58
Kepler-679 b,12.39358604,0.00003829,0,,87.09,,2455011.746,0.00244,15.95,7.9,0.03271,0.00189,,,5557,-0.42,4.59
Kepler-679 b,12.39358604,0.00003829,0,,87.09,,2455011.746,0.00244,15.95,7.9,0.03271,0.00189,,,5557,-0.42,4.59
Kepler-679 b,12.3935651,0.00003932,,,,,2455011.747,0.00245,,,,,,,5271,,4.58
Kepler-679 b,12.39358604,0.00003829,0,,87.09,,2455011.746,0.00244,15.95,7.9,0.03271,0.00189,,,5557,-0.42,4.59
Kepler-678 b,,,,,,,,,,,,,,,5489,,
Kepler-678 b,7.27504084,0.00000468,0,,85.29,,2455002.994,0.000507,6.66,2.9,0.05136,0.00006,,,5485,0.21,4.56
Kepler-678 b,7.27503724,0.00000427,0,,85.94,,2455002.995,0.000456,7.01,2.4,0.05184,0.00003,,,5485,0.21,4.56
Kepler-678 b,7.27503724,0.00000427,0,,85.94,,2455002.995,0.000456,7.01,2.4,0.05184,0.00003,,,5485,0.21,4.56
Kepler-678 b,7.27503724,0.00000427,0,,85.94,,2455002.995,0.000456,7.01,2.4,0.05184,0.00003,,,5485,0.21,4.56
Kepler-678 b,7.275026,0.000014,0,,84.8,,2455002.995,0.00068,6.4,0.057,0.05247,0.00014,,,5379,,4.61
Kepler-678 b,7.27503724,0.00000427,,,,,2455002.995,0.000456,,,0.05184,0.00003,,,5520,0.07,4.5
Kepler-678 b,7.27503814,0.00000073,,,,,2454966.619,0.000641,,,,,,,5308,,3.8
Kepler-678 b,7.27504084,0.00000468,,,,,2455002.994,0.000507,,,,,,,5308,,3.8
Kepler-677 b,6.57531588,0.00000373,,,,,2455006.634,0.000455,,,,,,,5640,,4.01
Kepler-677 b,6.57531678,0.00000369,0,,89.95,,2455006.634,0.000446,12.325,0.106,0.04978,0.00046,,,5992,-0.32,4.42
Kepler-677 b,6.57531678,0.00000369,0,,89.95,,2455006.634,0.000446,12.325,0.106,0.04978,0.00046,,,5992,-0.32,4.42
Kepler-677 b,,,,,,,,,,,,,,,5991,,
Kepler-677 b,6.57531657,0.00000054,,,,,2454967.182,0.000488,,,,,,,5640,,4.01
Kepler-677 b,6.57531588,0.00000373,0,,88.03,,2455006.634,0.000455,11.37,3,0.04915,0.00199,,,5992,-0.32,4.42
Kepler-677 b,6.57531678,0.00000369,0,,89.95,,2455006.634,0.000446,12.325,0.106,0.04978,0.00046,,,5992,-0.32,4.42
Kepler-677 b,6.57531678,0.00000369,,,,,2455006.634,0.000446,,,0.04978,0.00046,,,5723,0.06,4.45
Kepler-677 b,6.57532602,0.00000444,,,,,2455006.633,0.000545,,,,,,,5640,,4.01
Kepler-677 b,6.575324,0.000013,0,,88.81,,2455006.633,0.00068,11.8,2.5,0.04813,0.00079,,,6014,,4.41
Kepler-676 b,,,,,,,,,,,,,,,3691,,
Kepler-676 b,11.59820497,0.00001196,,,,,2455013.397,0.000787,,,,,,,3655,,4.68
